[38;5;127mlibs[0m/[38;5;172mnvidia-cuda[0m/[38;5;67m11.2.0[0m/[38;5;68mbin[0m
 |
 [0;32mOK[0m
Sat Apr  6 17:45:28 2024       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.154.05             Driver Version: 535.154.05   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA A100-PCIE-40GB          Off | 00000000:8A:00.0 Off |                    0 |
| N/A   31C    P0              35W / 250W |      0MiB / 40960MiB |      0%      Default |
|                                         |                      |             Disabled |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
+---------------------------------------------------------------------------------------+
Sizes:
Training
(2091200, 34)
Testing
(522800, 34)
Validation
(290000, 34)
Device: cuda
Epoch 1/6000, Train Loss: 0.7111721038818359, Test Loss: 0.697377622127533
Epoch 23/6000, Train Loss: 0.6108942627906799, Test Loss: 0.6030458807945251
Epoch 24/6000, Train Loss: 0.6097499132156372, Test Loss: 0.6008754372596741
Epoch 25/6000, Train Loss: 0.6086399555206299, Test Loss: 0.5987962484359741
Epoch 26/6000, Train Loss: 0.6074092984199524, Test Loss: 0.5968161821365356
Epoch 27/6000, Train Loss: 0.6062985062599182, Test Loss: 0.5950143933296204
Epoch 28/6000, Train Loss: 0.6049280166625977, Test Loss: 0.5934556722640991
Epoch 29/6000, Train Loss: 0.6038842797279358, Test Loss: 0.5921646356582642
Epoch 30/6000, Train Loss: 0.6029648184776306, Test Loss: 0.5911347270011902
Epoch 31/6000, Train Loss: 0.6019218564033508, Test Loss: 0.5902525782585144
Epoch 32/6000, Train Loss: 0.6010488271713257, Test Loss: 0.589427649974823
Epoch 33/6000, Train Loss: 0.6000380516052246, Test Loss: 0.5886223316192627
Epoch 34/6000, Train Loss: 0.5989927649497986, Test Loss: 0.587800145149231
Epoch 35/6000, Train Loss: 0.5979742407798767, Test Loss: 0.586970329284668
Epoch 36/6000, Train Loss: 0.5968872904777527, Test Loss: 0.5861381888389587
Epoch 37/6000, Train Loss: 0.59601891040802, Test Loss: 0.5852970480918884
Epoch 38/6000, Train Loss: 0.59525465965271, Test Loss: 0.5844208598136902
Epoch 39/6000, Train Loss: 0.5943351984024048, Test Loss: 0.5835763216018677
Epoch 40/6000, Train Loss: 0.5934590101242065, Test Loss: 0.5827293992042542
Epoch 41/6000, Train Loss: 0.5926727652549744, Test Loss: 0.5818718671798706
Epoch 42/6000, Train Loss: 0.591992974281311, Test Loss: 0.5810009837150574
Epoch 43/6000, Train Loss: 0.5910894274711609, Test Loss: 0.5801212787628174
Epoch 44/6000, Train Loss: 0.5900933146476746, Test Loss: 0.5793284773826599
Epoch 45/6000, Train Loss: 0.5894054770469666, Test Loss: 0.5785885453224182
Epoch 46/6000, Train Loss: 0.5886515378952026, Test Loss: 0.5778365135192871
Epoch 47/6000, Train Loss: 0.5879341959953308, Test Loss: 0.5770679116249084
Epoch 48/6000, Train Loss: 0.5872476696968079, Test Loss: 0.576315701007843
Epoch 49/6000, Train Loss: 0.5865383744239807, Test Loss: 0.5756493806838989
Epoch 50/6000, Train Loss: 0.5858068466186523, Test Loss: 0.57505863904953
Epoch 51/6000, Train Loss: 0.5852290391921997, Test Loss: 0.5745949745178223
Epoch 52/6000, Train Loss: 0.5845009684562683, Test Loss: 0.5742149949073792
Epoch 53/6000, Train Loss: 0.5837352871894836, Test Loss: 0.5738044381141663
Epoch 54/6000, Train Loss: 0.5832180976867676, Test Loss: 0.5732813477516174
Epoch 55/6000, Train Loss: 0.582425057888031, Test Loss: 0.5727662444114685
Epoch 56/6000, Train Loss: 0.5817796587944031, Test Loss: 0.5724648237228394
Epoch 57/6000, Train Loss: 0.5811447501182556, Test Loss: 0.5722783803939819
Epoch 58/6000, Train Loss: 0.5805286169052124, Test Loss: 0.5719221830368042
Epoch 59/6000, Train Loss: 0.5799164772033691, Test Loss: 0.5713405609130859
Epoch 60/6000, Train Loss: 0.5790953040122986, Test Loss: 0.5706720352172852
Epoch 61/6000, Train Loss: 0.5787156820297241, Test Loss: 0.5701175332069397
Epoch 62/6000, Train Loss: 0.57802414894104, Test Loss: 0.569797933101654
Epoch 63/6000, Train Loss: 0.5776021480560303, Test Loss: 0.5696411728858948
Epoch 64/6000, Train Loss: 0.577003002166748, Test Loss: 0.5693315863609314
Epoch 65/6000, Train Loss: 0.5764164328575134, Test Loss: 0.568832516670227
Epoch 66/6000, Train Loss: 0.5757927894592285, Test Loss: 0.5683341026306152
Epoch 67/6000, Train Loss: 0.5752544403076172, Test Loss: 0.5679037570953369
Epoch 68/6000, Train Loss: 0.5746685266494751, Test Loss: 0.5675367116928101
Epoch 69/6000, Train Loss: 0.5742716193199158, Test Loss: 0.5671019554138184
Epoch 70/6000, Train Loss: 0.5738183259963989, Test Loss: 0.5665244460105896
Epoch 71/6000, Train Loss: 0.5732884407043457, Test Loss: 0.5658905506134033
Epoch 72/6000, Train Loss: 0.5727960467338562, Test Loss: 0.5653861165046692
Epoch 73/6000, Train Loss: 0.5723321437835693, Test Loss: 0.5650267601013184
Epoch 74/6000, Train Loss: 0.5718967318534851, Test Loss: 0.5647304654121399
Epoch 75/6000, Train Loss: 0.5715384483337402, Test Loss: 0.5643514394760132
Epoch 76/6000, Train Loss: 0.5709385275840759, Test Loss: 0.5639745593070984
Epoch 77/6000, Train Loss: 0.5705593824386597, Test Loss: 0.5635755658149719
Epoch 78/6000, Train Loss: 0.5699706077575684, Test Loss: 0.5631754398345947
Epoch 79/6000, Train Loss: 0.5697101950645447, Test Loss: 0.5628252029418945
Epoch 80/6000, Train Loss: 0.569330096244812, Test Loss: 0.562590479850769
Epoch 81/6000, Train Loss: 0.5688323378562927, Test Loss: 0.5622537732124329
Epoch 82/6000, Train Loss: 0.5685398578643799, Test Loss: 0.5617722868919373
Epoch 83/6000, Train Loss: 0.5680866837501526, Test Loss: 0.5612204670906067
Epoch 84/6000, Train Loss: 0.5677082538604736, Test Loss: 0.5607645511627197
Epoch 85/6000, Train Loss: 0.567395806312561, Test Loss: 0.5603736042976379
Epoch 86/6000, Train Loss: 0.5668836832046509, Test Loss: 0.5601475834846497
Epoch 87/6000, Train Loss: 0.5665574073791504, Test Loss: 0.5598505139350891
Epoch 88/6000, Train Loss: 0.5661163926124573, Test Loss: 0.5594269037246704
Epoch 89/6000, Train Loss: 0.5657787919044495, Test Loss: 0.559017539024353
Epoch 90/6000, Train Loss: 0.5652927160263062, Test Loss: 0.5585469007492065
Epoch 91/6000, Train Loss: 0.5649051666259766, Test Loss: 0.5582466125488281
Epoch 92/6000, Train Loss: 0.564562201499939, Test Loss: 0.5580689907073975
Epoch 93/6000, Train Loss: 0.5643576979637146, Test Loss: 0.5576568841934204
Epoch 94/6000, Train Loss: 0.5639203190803528, Test Loss: 0.557234525680542
Epoch 95/6000, Train Loss: 0.5637952089309692, Test Loss: 0.5567598938941956
Epoch 96/6000, Train Loss: 0.5633831024169922, Test Loss: 0.5563805103302002
Epoch 97/6000, Train Loss: 0.563197672367096, Test Loss: 0.5559744238853455
Epoch 98/6000, Train Loss: 0.5628443956375122, Test Loss: 0.5558024644851685
Epoch 99/6000, Train Loss: 0.5625607967376709, Test Loss: 0.5556473135948181
Epoch 100/6000, Train Loss: 0.5623282790184021, Test Loss: 0.5553026795387268
Epoch 101/6000, Train Loss: 0.5617188215255737, Test Loss: 0.5550696849822998
Epoch 102/6000, Train Loss: 0.5616042017936707, Test Loss: 0.554983377456665
Epoch 103/6000, Train Loss: 0.5614553093910217, Test Loss: 0.5547677874565125
Epoch 104/6000, Train Loss: 0.561122715473175, Test Loss: 0.5542730689048767
Epoch 105/6000, Train Loss: 0.5609413981437683, Test Loss: 0.5539445877075195
Epoch 106/6000, Train Loss: 0.5606093406677246, Test Loss: 0.5537700057029724
Epoch 107/6000, Train Loss: 0.5602132081985474, Test Loss: 0.5535608530044556
Epoch 108/6000, Train Loss: 0.56004399061203, Test Loss: 0.5534005165100098
Epoch 109/6000, Train Loss: 0.5598598718643188, Test Loss: 0.5531330108642578
Epoch 110/6000, Train Loss: 0.559664785861969, Test Loss: 0.5525743365287781
Epoch 111/6000, Train Loss: 0.5592672824859619, Test Loss: 0.5523489713668823
Epoch 112/6000, Train Loss: 0.5591769218444824, Test Loss: 0.5525124073028564
Epoch 113/6000, Train Loss: 0.5590260028839111, Test Loss: 0.552204966545105
Epoch 114/6000, Train Loss: 0.5585892200469971, Test Loss: 0.5516114234924316
Epoch 115/6000, Train Loss: 0.5584061741828918, Test Loss: 0.5514510869979858
Epoch 116/6000, Train Loss: 0.5582537651062012, Test Loss: 0.5514010787010193
Epoch 117/6000, Train Loss: 0.558082640171051, Test Loss: 0.5510266423225403
Epoch 118/6000, Train Loss: 0.5579928755760193, Test Loss: 0.5508489012718201
Epoch 119/6000, Train Loss: 0.5574840307235718, Test Loss: 0.5509008765220642
Epoch 120/6000, Train Loss: 0.5572679042816162, Test Loss: 0.5504906177520752
Epoch 121/6000, Train Loss: 0.5571396946907043, Test Loss: 0.5500728487968445
Epoch 122/6000, Train Loss: 0.5569185614585876, Test Loss: 0.5501151084899902
Epoch 123/6000, Train Loss: 0.5568055510520935, Test Loss: 0.5499582886695862
Epoch 124/6000, Train Loss: 0.5566951632499695, Test Loss: 0.5497782230377197
Epoch 125/6000, Train Loss: 0.5566107630729675, Test Loss: 0.5497910380363464
Epoch 126/6000, Train Loss: 0.5562978982925415, Test Loss: 0.5496319532394409
Epoch 127/6000, Train Loss: 0.5561407208442688, Test Loss: 0.5492119193077087
Epoch 128/6000, Train Loss: 0.5559131503105164, Test Loss: 0.5488081574440002
Epoch 129/6000, Train Loss: 0.5556119680404663, Test Loss: 0.5486015677452087
Epoch 130/6000, Train Loss: 0.5556139945983887, Test Loss: 0.5483769774436951
Epoch 131/6000, Train Loss: 0.5552661418914795, Test Loss: 0.5480951070785522
Epoch 132/6000, Train Loss: 0.5550426840782166, Test Loss: 0.5479439496994019
Epoch 133/6000, Train Loss: 0.5549362897872925, Test Loss: 0.5480473041534424
Epoch 134/6000, Train Loss: 0.554824948310852, Test Loss: 0.5478296875953674
Epoch 135/6000, Train Loss: 0.5546155571937561, Test Loss: 0.5475091934204102
Epoch 136/6000, Train Loss: 0.554257333278656, Test Loss: 0.5473749041557312
Epoch 137/6000, Train Loss: 0.5540780425071716, Test Loss: 0.5472564101219177
Epoch 138/6000, Train Loss: 0.554027795791626, Test Loss: 0.5472162365913391
Epoch 139/6000, Train Loss: 0.5538485050201416, Test Loss: 0.5471702814102173
Epoch 140/6000, Train Loss: 0.5536713004112244, Test Loss: 0.5470430254936218
Epoch 141/6000, Train Loss: 0.5536251664161682, Test Loss: 0.5469810962677002
Epoch 142/6000, Train Loss: 0.5532753467559814, Test Loss: 0.5469016432762146
Epoch 143/6000, Train Loss: 0.5531697869300842, Test Loss: 0.5469083189964294
Epoch 144/6000, Train Loss: 0.5532820820808411, Test Loss: 0.546500563621521
Epoch 145/6000, Train Loss: 0.5529030561447144, Test Loss: 0.5464240908622742
Epoch 146/6000, Train Loss: 0.5527746677398682, Test Loss: 0.5462390780448914
Epoch 147/6000, Train Loss: 0.5527222752571106, Test Loss: 0.5458196401596069
Epoch 148/6000, Train Loss: 0.5524296164512634, Test Loss: 0.5458447933197021
Epoch 149/6000, Train Loss: 0.5522695183753967, Test Loss: 0.5459311604499817
Epoch 150/6000, Train Loss: 0.5520918369293213, Test Loss: 0.5455002188682556
Epoch 151/6000, Train Loss: 0.5519692301750183, Test Loss: 0.5454488396644592
Epoch 152/6000, Train Loss: 0.5517847537994385, Test Loss: 0.5456969738006592
Epoch 153/6000, Train Loss: 0.5516680479049683, Test Loss: 0.5451100468635559
Epoch 154/6000, Train Loss: 0.5515636801719666, Test Loss: 0.5447960495948792
Epoch 155/6000, Train Loss: 0.5514147877693176, Test Loss: 0.5447288155555725
Epoch 156/6000, Train Loss: 0.5512867569923401, Test Loss: 0.5445696711540222
Epoch 157/6000, Train Loss: 0.5510417222976685, Test Loss: 0.5442811250686646
Epoch 158/6000, Train Loss: 0.550950825214386, Test Loss: 0.5442453026771545
Epoch 159/6000, Train Loss: 0.550756573677063, Test Loss: 0.5440794229507446
Epoch 160/6000, Train Loss: 0.5506539344787598, Test Loss: 0.5439277291297913
Epoch 161/6000, Train Loss: 0.5505855083465576, Test Loss: 0.5440253615379333
Epoch 162/6000, Train Loss: 0.5504213571548462, Test Loss: 0.5436884760856628
Epoch 163/6000, Train Loss: 0.5503957867622375, Test Loss: 0.5435293316841125
Epoch 164/6000, Train Loss: 0.5501855611801147, Test Loss: 0.5434769988059998
Epoch 165/6000, Train Loss: 0.5499885678291321, Test Loss: 0.5431982278823853
Epoch 166/6000, Train Loss: 0.549900233745575, Test Loss: 0.5433423519134521
Epoch 167/6000, Train Loss: 0.5496211051940918, Test Loss: 0.5430305004119873
Epoch 168/6000, Train Loss: 0.5496344566345215, Test Loss: 0.5428608059883118
Epoch 169/6000, Train Loss: 0.5494102239608765, Test Loss: 0.5431479811668396
Epoch 170/6000, Train Loss: 0.5494809150695801, Test Loss: 0.54252690076828
Epoch 171/6000, Train Loss: 0.5493652820587158, Test Loss: 0.5424781441688538
Epoch 172/6000, Train Loss: 0.549136757850647, Test Loss: 0.5424889922142029
Epoch 173/6000, Train Loss: 0.5489933490753174, Test Loss: 0.542296290397644
Epoch 174/6000, Train Loss: 0.5489099025726318, Test Loss: 0.5423076748847961
Epoch 175/6000, Train Loss: 0.5487238168716431, Test Loss: 0.5420803427696228
Epoch 176/6000, Train Loss: 0.548844575881958, Test Loss: 0.5417648553848267
Epoch 177/6000, Train Loss: 0.5485655069351196, Test Loss: 0.542011022567749
Epoch 178/6000, Train Loss: 0.5483258962631226, Test Loss: 0.5415318012237549
Epoch 179/6000, Train Loss: 0.5482258796691895, Test Loss: 0.5417850017547607
Epoch 180/6000, Train Loss: 0.5483026504516602, Test Loss: 0.5416356921195984
Epoch 181/6000, Train Loss: 0.5479044914245605, Test Loss: 0.5411803126335144
Epoch 182/6000, Train Loss: 0.5480316281318665, Test Loss: 0.5414901971817017
Epoch 183/6000, Train Loss: 0.5479207038879395, Test Loss: 0.5411739945411682
Epoch 184/6000, Train Loss: 0.5478397607803345, Test Loss: 0.5410832762718201
Epoch 185/6000, Train Loss: 0.5476882457733154, Test Loss: 0.5411369204521179
Epoch 186/6000, Train Loss: 0.5473971962928772, Test Loss: 0.5410339832305908
Epoch 187/6000, Train Loss: 0.5474591851234436, Test Loss: 0.5409435629844666
Epoch 188/6000, Train Loss: 0.5469486117362976, Test Loss: 0.5408762693405151
Epoch 189/6000, Train Loss: 0.5471245646476746, Test Loss: 0.5405251383781433
Epoch 190/6000, Train Loss: 0.5471038222312927, Test Loss: 0.5408951044082642
Epoch 191/6000, Train Loss: 0.5469462275505066, Test Loss: 0.5403722524642944
Epoch 192/6000, Train Loss: 0.5468485951423645, Test Loss: 0.5404624938964844
Epoch 193/6000, Train Loss: 0.5468004941940308, Test Loss: 0.5404192209243774
Epoch 194/6000, Train Loss: 0.5467232465744019, Test Loss: 0.5401526093482971
Epoch 195/6000, Train Loss: 0.5465165376663208, Test Loss: 0.5400652289390564
Epoch 196/6000, Train Loss: 0.5466541647911072, Test Loss: 0.539898157119751
Epoch 197/6000, Train Loss: 0.5464816093444824, Test Loss: 0.5399496555328369
Epoch 198/6000, Train Loss: 0.5463718175888062, Test Loss: 0.5400397181510925
Epoch 199/6000, Train Loss: 0.5461139678955078, Test Loss: 0.5395404100418091
Epoch 200/6000, Train Loss: 0.546084463596344, Test Loss: 0.5394390821456909
Epoch 201/6000, Train Loss: 0.5460339188575745, Test Loss: 0.5395409464836121
Epoch 202/6000, Train Loss: 0.5457772016525269, Test Loss: 0.5394036769866943
Epoch 203/6000, Train Loss: 0.5458400249481201, Test Loss: 0.5397200584411621
Epoch 204/6000, Train Loss: 0.5457363724708557, Test Loss: 0.5392646193504333
Epoch 205/6000, Train Loss: 0.5455909371376038, Test Loss: 0.5391647815704346
Epoch 206/6000, Train Loss: 0.545560896396637, Test Loss: 0.5392603278160095
Epoch 207/6000, Train Loss: 0.5453570485115051, Test Loss: 0.538680911064148
Epoch 208/6000, Train Loss: 0.5453304052352905, Test Loss: 0.5395990610122681
Epoch 209/6000, Train Loss: 0.5453358292579651, Test Loss: 0.5384153723716736
Epoch 210/6000, Train Loss: 0.5452666282653809, Test Loss: 0.5389642715454102
Epoch 211/6000, Train Loss: 0.5450003147125244, Test Loss: 0.5388337969779968
Epoch 212/6000, Train Loss: 0.5450387597084045, Test Loss: 0.5382071733474731
Epoch 213/6000, Train Loss: 0.5449174046516418, Test Loss: 0.5389074683189392
Epoch 214/6000, Train Loss: 0.5448623299598694, Test Loss: 0.5382932424545288
Epoch 215/6000, Train Loss: 0.5447115302085876, Test Loss: 0.5380818843841553
Epoch 216/6000, Train Loss: 0.5446721911430359, Test Loss: 0.5387016534805298
Epoch 217/6000, Train Loss: 0.5443159937858582, Test Loss: 0.5378867387771606
Epoch 218/6000, Train Loss: 0.5445001721382141, Test Loss: 0.5382958650588989
Epoch 219/6000, Train Loss: 0.5444650650024414, Test Loss: 0.538595974445343
Epoch 220/6000, Train Loss: 0.5444144010543823, Test Loss: 0.5377822518348694
Epoch 221/6000, Train Loss: 0.5441325306892395, Test Loss: 0.538064181804657
Epoch 222/6000, Train Loss: 0.5441176295280457, Test Loss: 0.5380790829658508
Epoch 223/6000, Train Loss: 0.5439792275428772, Test Loss: 0.5377318859100342
Epoch 224/6000, Train Loss: 0.5439048409461975, Test Loss: 0.5380106568336487
Epoch 225/6000, Train Loss: 0.5438865423202515, Test Loss: 0.5376502871513367
Epoch 226/6000, Train Loss: 0.5438077449798584, Test Loss: 0.5377339720726013
Epoch 227/6000, Train Loss: 0.5437466502189636, Test Loss: 0.5377456545829773
Epoch 228/6000, Train Loss: 0.5436252355575562, Test Loss: 0.537523627281189
Epoch 229/6000, Train Loss: 0.543552815914154, Test Loss: 0.5374642014503479
Epoch 230/6000, Train Loss: 0.5434650182723999, Test Loss: 0.5375390648841858
Epoch 231/6000, Train Loss: 0.5432751178741455, Test Loss: 0.537344753742218
Epoch 232/6000, Train Loss: 0.5432020425796509, Test Loss: 0.5372734665870667
Epoch 233/6000, Train Loss: 0.5433429479598999, Test Loss: 0.5373204350471497
Epoch 234/6000, Train Loss: 0.5431738495826721, Test Loss: 0.536913275718689
Epoch 235/6000, Train Loss: 0.5431827306747437, Test Loss: 0.5374565124511719
Epoch 236/6000, Train Loss: 0.5432095527648926, Test Loss: 0.5368868708610535
Epoch 237/6000, Train Loss: 0.5427575707435608, Test Loss: 0.5370256304740906
Epoch 238/6000, Train Loss: 0.5429108738899231, Test Loss: 0.5371341705322266
Epoch 239/6000, Train Loss: 0.542678713798523, Test Loss: 0.536672055721283
Epoch 240/6000, Train Loss: 0.5427190065383911, Test Loss: 0.5370512008666992
Epoch 241/6000, Train Loss: 0.5426381230354309, Test Loss: 0.5364649891853333
Epoch 242/6000, Train Loss: 0.5426568388938904, Test Loss: 0.5366131067276001
Epoch 243/6000, Train Loss: 0.5423933267593384, Test Loss: 0.5367292761802673
Epoch 244/6000, Train Loss: 0.542398989200592, Test Loss: 0.536450207233429
Epoch 245/6000, Train Loss: 0.5422911643981934, Test Loss: 0.5366986989974976
Epoch 246/6000, Train Loss: 0.5422070026397705, Test Loss: 0.5361745357513428
Epoch 247/6000, Train Loss: 0.5422046184539795, Test Loss: 0.5367235541343689
Epoch 248/6000, Train Loss: 0.5421867370605469, Test Loss: 0.5362623929977417
Epoch 249/6000, Train Loss: 0.5420865416526794, Test Loss: 0.5360866785049438
Epoch 250/6000, Train Loss: 0.5420469641685486, Test Loss: 0.53681880235672
Epoch 251/6000, Train Loss: 0.5421500205993652, Test Loss: 0.5357913374900818
Epoch 252/6000, Train Loss: 0.541969895362854, Test Loss: 0.5364404320716858
Epoch 253/6000, Train Loss: 0.5418097972869873, Test Loss: 0.5360735654830933
Epoch 254/6000, Train Loss: 0.5416574478149414, Test Loss: 0.5357862710952759
Epoch 255/6000, Train Loss: 0.5416879653930664, Test Loss: 0.5363635420799255
Epoch 256/6000, Train Loss: 0.5416757464408875, Test Loss: 0.5357609987258911
Epoch 257/6000, Train Loss: 0.5416289567947388, Test Loss: 0.5359766483306885
Epoch 258/6000, Train Loss: 0.5413801670074463, Test Loss: 0.535814642906189
Epoch 259/6000, Train Loss: 0.5415551662445068, Test Loss: 0.5353787541389465
Epoch 260/6000, Train Loss: 0.5411939024925232, Test Loss: 0.5358837842941284
Epoch 261/6000, Train Loss: 0.541243314743042, Test Loss: 0.5356727838516235
Epoch 262/6000, Train Loss: 0.5410913228988647, Test Loss: 0.5353736877441406
Epoch 263/6000, Train Loss: 0.541228711605072, Test Loss: 0.5357905030250549
Epoch 264/6000, Train Loss: 0.5411754250526428, Test Loss: 0.5353009700775146
Epoch 265/6000, Train Loss: 0.5411472916603088, Test Loss: 0.5354892611503601
Epoch 266/6000, Train Loss: 0.5409415364265442, Test Loss: 0.5353922843933105
Epoch 267/6000, Train Loss: 0.5408974289894104, Test Loss: 0.5351027846336365
Epoch 268/6000, Train Loss: 0.5407658219337463, Test Loss: 0.5357416272163391
Epoch 269/6000, Train Loss: 0.5409392714500427, Test Loss: 0.5349745154380798
Epoch 270/6000, Train Loss: 0.5407521724700928, Test Loss: 0.5352481007575989
Epoch 271/6000, Train Loss: 0.5407944321632385, Test Loss: 0.5352937579154968
Epoch 272/6000, Train Loss: 0.5407277345657349, Test Loss: 0.5348577499389648
Epoch 273/6000, Train Loss: 0.5404124855995178, Test Loss: 0.5351145267486572
Epoch 274/6000, Train Loss: 0.5403620600700378, Test Loss: 0.5348546504974365
Epoch 275/6000, Train Loss: 0.5403862595558167, Test Loss: 0.5347842574119568
Epoch 276/6000, Train Loss: 0.5404481887817383, Test Loss: 0.5348769426345825
Epoch 277/6000, Train Loss: 0.5402131676673889, Test Loss: 0.5347030162811279
Epoch 278/6000, Train Loss: 0.5402769446372986, Test Loss: 0.5348042249679565
Epoch 279/6000, Train Loss: 0.5401061177253723, Test Loss: 0.5347456336021423
Epoch 280/6000, Train Loss: 0.5401203036308289, Test Loss: 0.5346907377243042
Epoch 281/6000, Train Loss: 0.5399366021156311, Test Loss: 0.5349670052528381
Epoch 282/6000, Train Loss: 0.5399959683418274, Test Loss: 0.5344306230545044
Epoch 283/6000, Train Loss: 0.5399603843688965, Test Loss: 0.53499436378479
Epoch 284/6000, Train Loss: 0.5399712324142456, Test Loss: 0.5345238447189331
Epoch 285/6000, Train Loss: 0.5398839116096497, Test Loss: 0.5346534848213196
Epoch 286/6000, Train Loss: 0.5397011041641235, Test Loss: 0.5347553491592407
Epoch 287/6000, Train Loss: 0.5397643446922302, Test Loss: 0.5343089699745178
Epoch 288/6000, Train Loss: 0.5398107171058655, Test Loss: 0.5345273613929749
Epoch 289/6000, Train Loss: 0.5397511124610901, Test Loss: 0.533991813659668
Epoch 290/6000, Train Loss: 0.5395421385765076, Test Loss: 0.5342024564743042
Epoch 291/6000, Train Loss: 0.5395517945289612, Test Loss: 0.5340164303779602
Epoch 292/6000, Train Loss: 0.5395079851150513, Test Loss: 0.5340654253959656
Epoch 293/6000, Train Loss: 0.539551854133606, Test Loss: 0.534099817276001
Epoch 294/6000, Train Loss: 0.5393834710121155, Test Loss: 0.5339087843894958
Epoch 295/6000, Train Loss: 0.5392637252807617, Test Loss: 0.5340195298194885
Epoch 296/6000, Train Loss: 0.5392680168151855, Test Loss: 0.5337679386138916
Epoch 297/6000, Train Loss: 0.5393233299255371, Test Loss: 0.5338027477264404
Epoch 298/6000, Train Loss: 0.5390970706939697, Test Loss: 0.5338340997695923
Epoch 299/6000, Train Loss: 0.5392718315124512, Test Loss: 0.5339311361312866
Epoch 300/6000, Train Loss: 0.5390496253967285, Test Loss: 0.5337174534797668
Epoch 301/6000, Train Loss: 0.5389699339866638, Test Loss: 0.5338417291641235
Epoch 302/6000, Train Loss: 0.539029061794281, Test Loss: 0.5333410501480103
Epoch 303/6000, Train Loss: 0.538949191570282, Test Loss: 0.5340514779090881
Epoch 304/6000, Train Loss: 0.5388948917388916, Test Loss: 0.5334567427635193
Epoch 305/6000, Train Loss: 0.5388991832733154, Test Loss: 0.5341067910194397
